,id,make,model,variant,mileange,make_year,price,fuel_type,no_of_owners,body_type,transmission,transmission_sub_type,city,registration_year,insurance_year,insurance_month
72,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
73,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
74,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
75,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
76,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
77,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
78,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
79,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
80,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
81,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
82,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
83,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
84,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
85,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
86,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
87,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
88,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
89,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
90,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
91,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
92,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
93,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
94,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
95,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
96,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
97,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
98,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
99,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
100,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
101,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
102,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
103,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
104,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
105,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
106,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
107,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
108,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
109,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
110,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
111,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
112,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
113,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
114,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
115,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
116,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
117,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
118,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
119,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
120,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
121,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
122,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
123,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
124,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
125,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
126,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
127,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
128,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
129,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
130,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
131,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
132,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
133,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
134,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
135,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
136,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
137,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
138,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
139,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
140,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
141,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
142,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
143,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
144,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
145,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
146,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
147,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
148,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
149,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
150,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
151,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
152,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
153,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
154,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
155,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
156,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
157,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
158,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
159,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
160,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
161,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
162,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
163,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
164,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
165,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
166,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
167,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
168,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
169,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
170,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
171,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
172,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
173,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
174,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
175,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
176,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
177,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
178,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
179,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
180,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
181,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
182,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
183,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
184,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
185,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
186,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
187,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
188,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
189,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
190,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
191,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
192,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
193,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
194,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
195,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
196,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
197,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
198,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
199,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
200,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
201,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
202,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
203,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
204,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
205,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
206,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
207,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
208,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
209,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
210,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
211,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
212,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
213,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
214,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
215,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
216,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
217,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
218,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
219,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
220,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
221,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
222,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
223,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
224,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
225,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
226,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
227,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
228,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
229,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
230,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
231,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
232,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
233,17513462,Maruti Suzuki,Alto 800,VXI,79518,2016,251000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
234,15954553,Renault,Kwid,RXT 1.0 SCE Special (O),39700,2018,323000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2018,2025.0,12.0
235,17172123,Volkswagen,Vento,1.6L Highline Diesel,117394,2014,461000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,,
236,17271199,Maruti Suzuki,Alto 800,LXI,50627,2014,242000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2014,2025.0,6.0
237,16266670,Hyundai,i10,Sportz 1.1 Petrol,33083,2015,362000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2015,2025.0,12.0
238,16422652,BMW,X1,sDrive20d xLine,34624,2019,2848058.0,diesel,diesel,suv,automatic,,Hyderabad,2020,2025.0,12.0
239,14726686,Mercedes-Benz,C-Class,C 220 CDI Progressive,42523,2019,3398508.0,diesel,diesel,sedan,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
240,16914643,Kia,Sonet,HTX 1.5,54576,2020,926000.0,diesel,diesel,suv,manual,regular,Hyderabad,2021,2025.0,12.0
241,17900442,Hyundai,Elite i20,Asta 1.4 CRDI,46914,2015,628000.0,diesel,diesel,hatchback,manual,regular,Hyderabad,2016,2025.0,12.0
242,17875670,Renault,Kwid,1.0 RXT Opt,10387,2021,454000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
243,17901021,Honda,WR-V,i-VTEC VX,26738,2022,857000.0,petrol,petrol,suv,manual,regular,Hyderabad,2022,2025.0,12.0
244,17509910,Maruti Suzuki,XL6,Alpha AT Petrol,28319,2019,965000.0,petrol,petrol,muv,automatic,Torque Convertor,Hyderabad,2020,2025.0,12.0
245,17707331,Maruti Suzuki,S-Cross,Zeta 1.3,63922,2019,878000.0,diesel,diesel,suv,manual,regular,Hyderabad,2020,2025.0,12.0
246,16222635,Hyundai,New Santro 1.1,Magna,22709,2021,437000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2021,2025.0,12.0
247,17995402,Maruti Suzuki,Swift,ZXI,37521,2022,684000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
248,17732609,Hyundai,Xcent,SX Petrol,62972,2015,437000.0,petrol,petrol,sedan,manual,regular,Hyderabad,2016,2025.0,10.0
249,13650782,MG Motors,Astor,Savvy 1.3 Turbo AT S Red,57495,2022,1496678.0,petrol,petrol,suv,automatic,Torque Convertor,Hyderabad,2022,2025.0,12.0
250,17615435,Maruti Suzuki,XL6,Alpha Plus MT Petrol,32521,2022,1186653.0,petrol,petrol,muv,manual,regular,Hyderabad,2023,2025.0,12.0
251,16957244,Maruti Suzuki,Alto 800,VXI,37345,2022,364000.0,petrol,petrol,hatchback,manual,regular,Hyderabad,2022,2025.0,12.0
252,17928885,Maruti Suzuki,Swift Dzire,VDI,101984,2014,421000.0,diesel,diesel,sedan,manual,regular,Hyderabad,2014,2025.0,6.0
